serial_id,date,product_id,product_name,quantity
191,29-01-2025,5,Salt,1
192,05-12-2025,6,Cooking Oil,1
193,08-12-2025,1,Rice,4
194,23-11-2025,1,Rice,9
195,19-10-2025,4,Sugar,2
196,30-12-2025,3,Milk,3
197,12-12-2025,10,Coffee,3
198,06-05-2025,7,Eggs,3
199,08-08-2025,2,Wheat Flour,4
200,13-11-2025,8,Bread,1
201,01-01-2025,7,Eggs,3
202,10-07-2025,9,Tea,1
203,08-11-2025,9,Tea,1
204,27-04-2025,6,Cooking Oil,2
205,13-02-2025,10,Coffee,1
206,21-03-2025,5,Salt,2
207,22-07-2025,5,Salt,1
208,15-08-2025,4,Sugar,3
209,16-02-2025,4,Sugar,1
210,14-01-2025,1,Rice,1
211,23-02-2025,5,Salt,2
212,24-05-2025,3,Milk,1
213,12-08-2025,10,Coffee,2
214,05-06-2025,8,Bread,5
215,02-05-2025,8,Bread,4
216,31-03-2025,4,Sugar,2
217,28-01-2025,2,Wheat Flour,5
218,16-08-2025,9,Tea,3
219,25-05-2025,6,Cooking Oil,1
220,31-07-2025,1,Rice,3
221,23-03-2025,6,Cooking Oil,3
222,30-10-2025,5,Salt,1
223,10-01-2025,2,Wheat Flour,8
224,08-09-2025,2,Wheat Flour,5
225,16-10-2025,7,Eggs,1
226,12-08-2025,2,Wheat Flour,1
227,09-10-2025,5,Salt,3
228,08-12-2025,9,Tea,3
229,08-04-2025,1,Rice,9
230,07-11-2025,3,Milk,4
231,16-07-2025,1,Rice,5
232,16-09-2025,6,Cooking Oil,1
233,22-02-2025,7,Eggs,5
234,24-03-2025,10,Coffee,1
235,19-03-2025,5,Salt,1
236,20-02-2025,1,Rice,4
237,15-10-2025,1,Rice,2
238,08-02-2025,8,Bread,2
239,11-06-2025,10,Coffee,2
240,16-09-2025,6,Cooking Oil,3
241,25-09-2025,2,Wheat Flour,1
242,24-08-2025,6,Cooking Oil,1
243,22-04-2025,9,Tea,3
244,26-07-2025,7,Eggs,5
245,07-03-2025,5,Salt,3
246,13-04-2025,3,Milk,4
247,21-10-2025,2,Wheat Flour,2
248,04-12-2025,2,Wheat Flour,3
249,04-11-2025,2,Wheat Flour,9
250,01-12-2025,6,Cooking Oil,2
251,16-04-2025,7,Eggs,3
252,13-05-2025,1,Rice,4
253,03-07-2025,10,Coffee,1
254,30-09-2025,10,Coffee,1
255,19-09-2025,2,Wheat Flour,5
256,24-07-2025,2,Wheat Flour,3
257,31-05-2025,9,Tea,3
258,08-01-2025,6,Cooking Oil,1
259,18-12-2025,3,Milk,3
260,02-03-2025,2,Wheat Flour,3
261,04-10-2025,3,Milk,5
262,02-04-2025,2,Wheat Flour,6
263,22-11-2025,5,Salt,1
264,21-08-2025,5,Salt,2
265,19-03-2025,2,Wheat Flour,9
266,06-09-2025,10,Coffee,3
267,02-08-2025,9,Tea,3
268,16-12-2025,8,Bread,3
269,26-01-2025,1,Rice,4
270,08-01-2025,1,Rice,1
271,10-09-2025,3,Milk,4
272,02-08-2025,8,Bread,2
273,19-03-2025,7,Eggs,2
274,14-01-2025,10,Coffee,3
275,07-01-2025,8,Bread,3
276,26-08-2025,7,Eggs,3
277,21-10-2025,2,Wheat Flour,3
278,15-01-2025,3,Milk,1
279,28-01-2025,7,Eggs,2
280,30-09-2025,7,Eggs,2
281,25-05-2025,9,Tea,1
282,25-01-2025,4,Sugar,2
283,21-08-2025,3,Milk,5
284,21-04-2025,2,Wheat Flour,4
285,03-02-2025,6,Cooking Oil,3
286,24-08-2025,8,Bread,3
287,11-04-2025,10,Coffee,2
288,09-10-2025,4,Sugar,2
289,11-11-2025,8,Bread,5
290,17-08-2025,6,Cooking Oil,1
291,30-05-2025,1,Rice,5
292,11-03-2025,6,Cooking Oil,3
293,16-12-2025,4,Sugar,3
294,07-11-2025,8,Bread,1
295,31-08-2025,7,Eggs,5
296,11-08-2025,4,Sugar,2
297,08-08-2025,2,Wheat Flour,4
298,28-04-2025,6,Cooking Oil,1
299,03-03-2025,8,Bread,1
300,01-12-2025,2,Wheat Flour,8
301,22-06-2025,10,Coffee,1
302,28-04-2025,6,Cooking Oil,3
303,13-08-2025,4,Sugar,1
304,31-03-2025,1,Rice,6
305,19-05-2025,5,Salt,3
306,29-11-2025,4,Sugar,3
307,10-06-2025,3,Milk,2
308,10-01-2025,8,Bread,5
309,18-05-2025,7,Eggs,4
310,13-01-2025,2,Wheat Flour,8
311,25-03-2025,2,Wheat Flour,1
312,25-11-2025,5,Salt,1
313,07-02-2025,9,Tea,3
314,04-04-2025,3,Milk,1
315,14-11-2025,5,Salt,2
316,17-05-2025,5,Salt,2
317,04-02-2025,3,Milk,1
318,16-11-2025,8,Bread,4
319,24-09-2025,8,Bread,1
320,27-09-2025,5,Salt,2
321,01-08-2025,3,Milk,5
322,05-12-2025,5,Salt,3
323,03-03-2025,10,Coffee,1
324,30-03-2025,10,Coffee,2
325,24-11-2025,8,Bread,3
326,19-12-2025,6,Cooking Oil,3
327,02-06-2025,1,Rice,1
328,05-11-2025,1,Rice,8
329,08-02-2025,8,Bread,3
330,14-05-2025,6,Cooking Oil,3
331,28-06-2025,7,Eggs,2
332,15-01-2025,4,Sugar,3
333,19-08-2025,1,Rice,4
334,07-04-2025,6,Cooking Oil,1
335,16-10-2025,5,Salt,2
336,27-03-2025,4,Sugar,2
337,05-01-2025,10,Coffee,3
338,19-12-2025,10,Coffee,2
339,08-06-2025,6,Cooking Oil,3
340,31-12-2025,4,Sugar,3
341,18-09-2025,8,Bread,5
342,28-11-2025,4,Sugar,1
343,05-04-2025,2,Wheat Flour,3
344,19-10-2025,3,Milk,2
345,28-05-2025,5,Salt,3
346,26-12-2025,10,Coffee,2
347,19-07-2025,6,Cooking Oil,3
348,29-10-2025,10,Coffee,3
349,21-05-2025,10,Coffee,2
350,21-04-2025,2,Wheat Flour,8
351,20-11-2025,4,Sugar,1
352,20-10-2025,8,Bread,2
353,02-04-2025,1,Rice,9
354,20-02-2025,6,Cooking Oil,1
355,24-10-2025,8,Bread,3
356,14-09-2025,7,Eggs,5
357,12-12-2025,5,Salt,2
358,01-07-2025,4,Sugar,3
359,01-01-2025,9,Tea,3
360,24-02-2025,6,Cooking Oil,3
361,29-05-2025,8,Bread,1
362,17-05-2025,5,Salt,2
363,09-11-2025,4,Sugar,1
364,18-10-2025,10,Coffee,3
365,25-01-2025,4,Sugar,2
366,29-07-2025,6,Cooking Oil,3
367,13-12-2025,2,Wheat Flour,1
368,01-07-2025,3,Milk,1
369,29-06-2025,7,Eggs,5
370,10-06-2025,8,Bread,1
371,03-06-2025,6,Cooking Oil,2
372,18-02-2025,5,Salt,3
373,25-03-2025,1,Rice,9
374,28-05-2025,1,Rice,6
375,04-03-2025,6,Cooking Oil,1
376,18-02-2025,8,Bread,1
377,30-07-2025,7,Eggs,5
378,13-10-2025,1,Rice,8
379,18-01-2025,3,Milk,1
380,24-06-2025,3,Milk,2
381,23-04-2025,2,Wheat Flour,2
382,15-11-2025,6,Cooking Oil,1
383,24-02-2025,8,Bread,3
384,11-06-2025,10,Coffee,1
385,24-02-2025,7,Eggs,4
386,15-12-2025,2,Wheat Flour,8
387,09-11-2025,1,Rice,7
388,12-09-2025,3,Milk,5
389,23-02-2025,8,Bread,1
390,08-03-2025,5,Salt,3
391,02-04-2025,1,Rice,8
392,18-10-2025,2,Wheat Flour,8
393,29-10-2025,8,Bread,3
394,14-06-2025,4,Sugar,2
395,11-08-2025,5,Salt,3
396,07-01-2025,2,Wheat Flour,7
397,31-05-2025,1,Rice,5
398,22-04-2025,3,Milk,5
399,05-02-2025,3,Milk,5
400,02-01-2025,2,Wheat Flour,1
401,11-01-2025,5,Salt,2
402,14-07-2025,2,Wheat Flour,7
403,20-01-2025,7,Eggs,5
404,13-09-2025,5,Salt,2
405,14-08-2025,9,Tea,1
406,08-12-2025,3,Milk,4
407,22-03-2025,8,Bread,2
408,28-02-2025,8,Bread,1
409,25-04-2025,2,Wheat Flour,1
410,09-02-2025,9,Tea,2
411,25-12-2025,9,Tea,1
412,05-10-2025,6,Cooking Oil,3
413,03-06-2025,4,Sugar,2
414,03-08-2025,2,Wheat Flour,5
415,26-05-2025,6,Cooking Oil,1
416,22-12-2025,10,Coffee,1
417,03-02-2025,6,Cooking Oil,1
418,02-06-2025,5,Salt,2
419,17-03-2025,10,Coffee,3
420,28-12-2025,5,Salt,2
421,27-01-2025,5,Salt,1
422,07-08-2025,6,Cooking Oil,2
423,05-11-2025,9,Tea,3
424,22-06-2025,10,Coffee,1
425,09-07-2025,10,Coffee,2
426,06-11-2025,2,Wheat Flour,1
427,30-06-2025,3,Milk,4
428,09-10-2025,3,Milk,5
429,24-09-2025,5,Salt,3
430,23-04-2025,4,Sugar,3
431,20-08-2025,7,Eggs,3
432,08-04-2025,6,Cooking Oil,3
433,03-09-2025,8,Bread,5
434,16-10-2025,8,Bread,2
435,27-08-2025,4,Sugar,3
436,01-09-2025,3,Milk,3
437,31-12-2025,1,Rice,2
438,03-06-2025,9,Tea,2
439,14-03-2025,5,Salt,1
440,17-01-2025,8,Bread,1
441,02-03-2025,9,Tea,3
442,11-02-2025,8,Bread,1
443,18-10-2025,7,Eggs,3
444,17-08-2025,2,Wheat Flour,3
445,20-12-2025,6,Cooking Oil,3
446,13-02-2025,5,Salt,3
447,17-01-2025,1,Rice,9
448,30-10-2025,7,Eggs,4
449,05-12-2025,8,Bread,5
450,03-08-2025,1,Rice,5
451,17-07-2025,6,Cooking Oil,1
452,30-03-2025,2,Wheat Flour,9
453,16-02-2025,10,Coffee,2
454,09-10-2025,7,Eggs,5
455,07-09-2025,6,Cooking Oil,3
456,07-01-2025,5,Salt,1
457,25-06-2025,3,Milk,2
458,23-03-2025,7,Eggs,4
459,13-04-2025,7,Eggs,1
460,18-04-2025,8,Bread,4
461,11-05-2025,2,Wheat Flour,5
462,02-07-2025,8,Bread,4
463,15-01-2025,7,Eggs,1
464,15-12-2025,4,Sugar,2
465,29-07-2025,9,Tea,1
466,18-04-2025,10,Coffee,2
467,07-11-2025,2,Wheat Flour,3
468,03-02-2025,10,Coffee,2
469,26-09-2025,7,Eggs,5
470,06-04-2025,2,Wheat Flour,3
471,29-10-2025,7,Eggs,4
472,14-11-2025,1,Rice,5
473,29-09-2025,9,Tea,3
474,23-09-2025,9,Tea,2
475,25-12-2025,9,Tea,1
476,26-06-2025,1,Rice,3
477,07-06-2025,8,Bread,2
478,26-05-2025,4,Sugar,2
479,02-06-2025,5,Salt,1
480,14-03-2025,5,Salt,3
481,10-12-2025,1,Rice,4
482,20-10-2025,10,Coffee,1
483,17-07-2025,5,Salt,3
484,15-11-2025,8,Bread,3
485,02-06-2025,2,Wheat Flour,7
486,17-09-2025,4,Sugar,3
487,28-05-2025,8,Bread,5
488,31-08-2025,6,Cooking Oil,1
489,17-04-2025,10,Coffee,2
490,06-08-2025,9,Tea,1
491,16-09-2025,1,Rice,8
492,05-01-2025,6,Cooking Oil,1
493,16-02-2025,6,Cooking Oil,3
494,09-01-2025,1,Rice,3
495,29-08-2025,4,Sugar,1
496,27-06-2025,10,Coffee,2
497,04-08-2025,1,Rice,3
498,26-09-2025,3,Milk,5
499,25-11-2025,9,Tea,2
500,08-04-2025,5,Salt,3
501,19-11-2025,9,Tea,3
502,14-07-2025,9,Tea,1
503,28-11-2025,2,Wheat Flour,9
504,25-01-2025,8,Bread,5
505,04-05-2025,2,Wheat Flour,6
506,08-09-2025,8,Bread,5
507,06-02-2025,10,Coffee,1
508,22-03-2025,5,Salt,2
509,28-10-2025,8,Bread,5
510,05-07-2025,3,Milk,3
511,09-02-2025,8,Bread,2
512,13-12-2025,8,Bread,5
513,19-09-2025,1,Rice,8
514,02-12-2025,3,Milk,4
515,28-02-2025,1,Rice,9
516,30-06-2025,9,Tea,2
517,10-07-2025,4,Sugar,3
518,07-07-2025,6,Cooking Oil,3
519,23-08-2025,5,Salt,1
520,06-09-2025,10,Coffee,3
521,09-06-2025,7,Eggs,3
522,07-06-2025,5,Salt,3
523,22-12-2025,2,Wheat Flour,2
524,12-08-2025,7,Eggs,5
525,21-08-2025,1,Rice,1
526,11-08-2025,8,Bread,2
527,31-12-2025,8,Bread,3
528,15-03-2025,6,Cooking Oil,1
529,15-11-2025,2,Wheat Flour,5
530,15-07-2025,6,Cooking Oil,2
531,07-08-2025,4,Sugar,1
532,12-07-2025,6,Cooking Oil,2
533,30-04-2025,10,Coffee,3
534,02-11-2025,2,Wheat Flour,4
535,07-01-2025,3,Milk,5
536,14-05-2025,1,Rice,3
537,26-01-2025,10,Coffee,2
538,12-10-2025,2,Wheat Flour,4
539,09-04-2025,1,Rice,9
540,28-09-2025,7,Eggs,5
541,15-10-2025,4,Sugar,2
542,22-01-2025,4,Sugar,3
543,03-12-2025,3,Milk,4
544,02-04-2025,8,Bread,5
545,30-10-2025,5,Salt,1
546,19-09-2025,4,Sugar,3
547,14-09-2025,9,Tea,2
548,15-01-2025,6,Cooking Oil,2
549,16-11-2025,3,Milk,1
550,07-10-2025,9,Tea,2
551,01-03-2025,8,Bread,1
552,03-04-2025,1,Rice,5
553,20-03-2025,8,Bread,3
554,18-07-2025,2,Wheat Flour,3
555,24-01-2025,5,Salt,2
556,15-02-2025,3,Milk,1
557,30-09-2025,7,Eggs,4
558,16-08-2025,4,Sugar,1
559,15-11-2025,6,Cooking Oil,2
560,27-04-2025,6,Cooking Oil,2
561,13-03-2025,8,Bread,3
562,13-03-2025,1,Rice,5
563,16-11-2025,2,Wheat Flour,2
564,01-02-2025,6,Cooking Oil,3
565,16-10-2025,9,Tea,2
566,24-09-2025,9,Tea,2
567,29-03-2025,3,Milk,1
568,17-03-2025,1,Rice,9
569,27-03-2025,6,Cooking Oil,1
570,30-08-2025,10,Coffee,1
571,13-08-2025,2,Wheat Flour,1
572,18-03-2025,9,Tea,2
573,13-04-2025,6,Cooking Oil,2
574,25-12-2025,6,Cooking Oil,2
575,23-05-2025,10,Coffee,2
576,01-11-2025,10,Coffee,3
577,03-05-2025,3,Milk,1
578,14-03-2025,6,Cooking Oil,3
579,23-07-2025,9,Tea,2
580,14-11-2025,4,Sugar,3
581,25-03-2025,7,Eggs,4
582,10-11-2025,6,Cooking Oil,2
583,03-01-2025,10,Coffee,3
584,07-07-2025,9,Tea,2
585,12-01-2025,2,Wheat Flour,7
586,28-10-2025,9,Tea,3
587,27-05-2025,10,Coffee,3
588,22-06-2025,4,Sugar,1
589,05-11-2025,7,Eggs,3
590,30-07-2025,2,Wheat Flour,6
591,18-12-2025,5,Salt,1
592,21-07-2025,3,Milk,3
593,03-04-2025,3,Milk,1
594,28-11-2025,7,Eggs,1
595,08-06-2025,5,Salt,2
596,20-10-2025,8,Bread,4
597,01-06-2025,4,Sugar,2
598,06-04-2025,1,Rice,9
599,07-09-2025,4,Sugar,1
600,16-08-2025,2,Wheat Flour,2
601,19-09-2025,2,Wheat Flour,7
602,31-08-2025,10,Coffee,3
603,03-09-2025,10,Coffee,1
604,25-08-2025,3,Milk,2
605,21-01-2025,8,Bread,1
606,09-10-2025,3,Milk,4
607,25-10-2025,7,Eggs,4
608,20-10-2025,2,Wheat Flour,5
609,10-02-2025,6,Cooking Oil,2
610,12-11-2025,6,Cooking Oil,1
611,19-08-2025,8,Bread,1
612,10-05-2025,4,Sugar,3
613,25-05-2025,6,Cooking Oil,3
614,28-01-2025,9,Tea,2
615,17-08-2025,3,Milk,5
616,13-06-2025,1,Rice,7
617,14-07-2025,10,Coffee,2
618,03-04-2025,10,Coffee,2
619,14-09-2025,9,Tea,1
620,21-09-2025,4,Sugar,3
621,09-11-2025,1,Rice,6
622,11-10-2025,4,Sugar,1
623,24-06-2025,5,Salt,1
624,01-11-2025,5,Salt,1
625,13-02-2025,8,Bread,4
626,18-04-2025,6,Cooking Oil,3
627,30-11-2025,4,Sugar,2
628,20-10-2025,9,Tea,2
629,29-04-2025,1,Rice,3
630,02-09-2025,6,Cooking Oil,3
631,10-06-2025,5,Salt,1
632,25-07-2025,3,Milk,4
633,03-10-2025,10,Coffee,1
634,04-08-2025,2,Wheat Flour,2
635,02-11-2025,9,Tea,1
636,08-02-2025,9,Tea,3
637,27-06-2025,8,Bread,4
638,06-12-2025,6,Cooking Oil,3
639,02-12-2025,4,Sugar,2
640,08-01-2025,10,Coffee,2
641,09-05-2025,5,Salt,3
642,06-06-2025,8,Bread,5
643,24-06-2025,6,Cooking Oil,2
644,07-11-2025,1,Rice,7
645,24-04-2025,10,Coffee,2
646,26-01-2025,1,Rice,8
647,17-03-2025,8,Bread,3
648,11-12-2025,8,Bread,4
649,01-01-2025,1,Rice,3
650,31-10-2025,5,Salt,1
651,31-03-2025,9,Tea,2
652,11-07-2025,2,Wheat Flour,6
653,10-06-2025,9,Tea,1
654,25-06-2025,9,Tea,1
655,02-09-2025,9,Tea,1
656,20-11-2025,9,Tea,2
657,12-05-2025,6,Cooking Oil,2
658,23-03-2025,3,Milk,5
659,06-10-2025,9,Tea,3
660,10-12-2025,1,Rice,6
661,30-03-2025,7,Eggs,5
662,17-03-2025,1,Rice,7
663,12-11-2025,5,Salt,1
664,01-11-2025,9,Tea,1
665,12-04-2025,3,Milk,2
666,20-04-2025,3,Milk,2
667,22-09-2025,2,Wheat Flour,3
668,09-10-2025,5,Salt,2
669,27-04-2025,6,Cooking Oil,1
670,02-06-2025,10,Coffee,1
671,31-10-2025,2,Wheat Flour,5
672,28-09-2025,4,Sugar,3
673,22-11-2025,7,Eggs,2
674,17-04-2025,5,Salt,3
675,04-05-2025,5,Salt,3
676,19-10-2025,9,Tea,3
677,28-09-2025,3,Milk,4
678,21-05-2025,5,Salt,2
679,17-10-2025,3,Milk,5
680,21-02-2025,4,Sugar,2
681,16-05-2025,3,Milk,2
682,07-06-2025,4,Sugar,2
683,18-03-2025,2,Wheat Flour,4
684,11-12-2025,10,Coffee,2
685,17-12-2025,7,Eggs,4
686,08-02-2025,10,Coffee,1
687,08-11-2025,7,Eggs,1
688,25-10-2025,10,Coffee,2
689,06-11-2025,7,Eggs,1
690,22-06-2025,8,Bread,2
691,28-04-2025,7,Eggs,5
692,08-08-2025,6,Cooking Oil,1
693,09-01-2025,10,Coffee,3
694,01-05-2025,10,Coffee,1
695,13-03-2025,10,Coffee,1
696,13-12-2025,10,Coffee,1
697,19-02-2025,4,Sugar,3
698,01-03-2025,4,Sugar,3
699,11-12-2025,10,Coffee,2
700,13-06-2025,3,Milk,2
701,30-08-2025,1,Rice,5
702,18-04-2025,1,Rice,2
703,29-04-2025,1,Rice,5
704,30-05-2025,1,Rice,5
705,09-06-2025,3,Milk,3
706,19-03-2025,10,Coffee,1
707,11-09-2025,9,Tea,1
708,16-11-2025,2,Wheat Flour,3
709,26-03-2025,7,Eggs,2
710,11-02-2025,3,Milk,5
711,29-08-2025,7,Eggs,3
712,07-10-2025,7,Eggs,4
713,09-03-2025,3,Milk,2
714,11-02-2025,6,Cooking Oil,3
715,20-08-2025,4,Sugar,1
716,13-06-2025,1,Rice,3
717,16-05-2025,9,Tea,1
718,15-07-2025,6,Cooking Oil,1
719,12-11-2025,1,Rice,2
720,27-01-2025,5,Salt,1
721,18-08-2025,8,Bread,2
722,27-10-2025,3,Milk,5
723,16-09-2025,10,Coffee,2
724,10-05-2025,6,Cooking Oil,3
725,12-04-2025,2,Wheat Flour,1
726,20-12-2025,3,Milk,4
727,30-05-2025,8,Bread,4
728,05-02-2025,10,Coffee,1
729,07-11-2025,9,Tea,2
730,24-02-2025,9,Tea,1
731,03-01-2025,8,Bread,5
732,14-12-2025,7,Eggs,3
733,28-04-2025,8,Bread,5
734,26-12-2025,4,Sugar,1
735,13-10-2025,9,Tea,1
736,19-08-2025,4,Sugar,1
737,29-09-2025,5,Salt,2
738,14-08-2025,4,Sugar,1
739,31-05-2025,4,Sugar,2
740,27-12-2025,2,Wheat Flour,5
741,06-09-2025,2,Wheat Flour,9
742,27-11-2025,1,Rice,3
743,09-07-2025,4,Sugar,3
744,15-07-2025,10,Coffee,2
745,19-09-2025,7,Eggs,3
746,23-05-2025,6,Cooking Oil,2
747,01-09-2025,5,Salt,2
748,11-02-2025,1,Rice,6
749,18-10-2025,2,Wheat Flour,8
750,07-06-2025,10,Coffee,2
751,08-03-2025,6,Cooking Oil,3
752,14-01-2025,4,Sugar,1
753,12-06-2025,5,Salt,2
754,25-07-2025,2,Wheat Flour,4
755,13-09-2025,2,Wheat Flour,9
756,08-10-2025,2,Wheat Flour,6
757,13-06-2025,1,Rice,1
758,26-08-2025,6,Cooking Oil,1
759,25-01-2025,4,Sugar,1
760,25-01-2025,5,Salt,3
761,22-06-2025,4,Sugar,1
762,26-05-2025,4,Sugar,1
763,09-06-2025,6,Cooking Oil,1
764,01-03-2025,2,Wheat Flour,7
765,14-10-2025,3,Milk,3
766,23-09-2025,5,Salt,1
767,24-09-2025,2,Wheat Flour,2
768,24-03-2025,8,Bread,1
