transaction_id,customer_id,product_id,quantity,purchase_date,price
1037,1396,12,1,2024-08-20,
1037,1396,15,1,2024-08-20,
1037,1396,17,1,2024-08-20,
1037,1396,25,1,2024-08-20,
1037,1396,27,1,2024-08-20,
1038,1396,14,1,2024-08-25,
1038,1396,30,2,2024-08-25,
1039,1396,6,1,2024-09-18,
1039,1396,7,1,2024-09-18,
1039,1396,18,1,2024-09-18,
1039,1396,19,4,2024-09-18,
1039,1396,21,1,2024-09-18,
1039,1396,25,1,2024-09-18,
1040,1396,5,1,2024-10-06,
1040,1396,15,1,2024-10-06,
1040,1396,22,5,2024-10-06,
1040,1396,23,1,2024-10-06,
1040,1396,26,1,2024-10-06,
1041,1396,10,1,2024-10-16,
1041,1396,14,1,2024-10-16,
1041,1396,21,1,2024-10-16,
1041,1396,22,1,2024-10-16,
1041,1396,23,1,2024-10-16,
1041,1396,24,5,2024-10-16,
1042,1396,9,1,2024-11-14,
1042,1396,22,5,2024-11-14,
1042,1396,15,1,2024-11-14,
1043,1396,10,1,2024-12-07,
1043,1396,12,1,2024-12-07,
1043,1396,21,4,2024-12-07,
1043,1396,24,1,2024-12-07,
1043,1396,28,1,2024-12-07,
1044,1396,7,1,2024-12-20,
1044,1396,6,1,2024-12-20,
1044,1396,23,1,2024-12-20,
1045,1396,1,1,2025-01-12,
1045,1396,3,1,2025-01-12,
1045,1396,4,3,2025-01-12,
1045,1396,6,1,2025-01-12,
1045,1396,7,1,2025-01-12,
1045,1396,15,5,2025-01-12,
1046,1396,21,2,2025-01-26,
1046,1396,7,4,2025-01-26,
1047,1396,2,3,2025-02-13,
1047,1396,27,1,2025-02-13,
1047,1396,29,3,2025-02-13,
1048,1396,1,5,2025-02-19,
1048,1396,3,1,2025-02-19,
1049,1396,2,3,2025-03-16,
1049,1396,4,1,2025-03-16,
1049,1396,5,1,2025-03-16,
1049,1396,17,1,2025-03-16,
1049,1396,27,1,2025-03-16,
1050,1396,12,3,2025-04-13,
1050,1396,7,1,2025-04-13,
1050,1396,14,1,2025-04-13,
1050,1396,22,1,2025-04-13,
1051,1396,9,5,2025-04-23,
1051,1396,10,1,2025-04-23,
1051,1396,12,1,2025-04-23,
1051,1396,22,1,2025-04-23,
1051,1396,30,1,2025-04-23,
1052,1396,1,3,2025-05-05,
1052,1396,3,1,2025-05-05,
1052,1396,6,1,2025-05-05,
1052,1396,7,5,2025-05-05,
1053,1423,14,5,2024-02-26,
1053,1423,6,1,2024-02-26,
1053,1423,7,1,2024-02-26,
1054,1423,24,3,2024-03-17,
1054,1423,19,1,2024-03-17,
1054,1423,22,1,2024-03-17,
1055,1423,5,3,2024-04-09,
1055,1423,6,1,2024-04-09,
1055,1423,8,1,2024-04-09,
1055,1423,14,3,2024-04-09,
1055,1423,18,1,2024-04-09,
1055,1423,20,1,2024-04-09,
1056,1423,1,2,2024-05-02,
1056,1423,3,1,2024-05-02,
1056,1423,20,1,2024-05-02,
1056,1423,6,1,2024-05-02,
1057,1423,28,1,2024-05-09,
1057,1423,14,4,2024-05-09,
1058,1423,13,1,2024-05-23,
1058,1423,22,1,2024-05-23,
1058,1423,30,5,2024-05-23,
1059,1423,13,1,2024-06-11,
1059,1423,15,1,2024-06-11,
1059,1423,18,1,2024-06-11,
1059,1423,19,2,2024-06-11,
1059,1423,26,2,2024-06-11,
1060,1423,6,2,2024-06-25,
1060,1423,7,3,2024-06-25,
1060,1423,9,1,2024-06-25,
1060,1423,15,4,2024-06-25,
1060,1423,16,1,2024-06-25,
1060,1423,18,1,2024-06-25,
1061,1423,2,2,2024-07-19,
1061,1423,9,1,2024-07-19,
1061,1423,17,4,2024-07-19,
1061,1423,18,3,2024-07-19,
1061,1423,19,1,2024-07-19,
1061,1423,26,3,2024-07-19,
1062,1423,18,1,2024-07-31,
1062,1423,11,1,2024-07-31,
1062,1423,30,1,2024-07-31,
1063,1423,16,5,2024-08-23,
1063,1423,26,3,2024-08-23,
1063,1423,19,1,2024-08-23,
1064,1423,6,1,2024-09-10,
1064,1423,7,1,2024-09-10,
1064,1423,8,1,2024-09-10,
1064,1423,9,1,2024-09-10,
1064,1423,25,1,2024-09-10,
1065,1423,2,5,2024-10-01,
1065,1423,4,1,2024-10-01,
1065,1423,5,2,2024-10-01,
1066,1423,6,1,2024-10-07,
1066,1423,8,4,2024-10-07,
1066,1423,15,1,2024-10-07,
1066,1423,17,1,2024-10-07,
1066,1423,19,3,2024-10-07,
1066,1423,27,4,2024-10-07,
1067,1423,8,3,2024-10-24,
1067,1423,9,1,2024-10-24,
1067,1423,11,5,2024-10-24,
1067,1423,14,3,2024-10-24,
1067,1423,21,5,2024-10-24,
1067,1423,28,1,2024-10-24,
1068,1423,17,1,2024-10-30,
1068,1423,1,3,2024-10-30,
1068,1423,23,1,2024-10-30,
1069,1423,15,1,2024-11-14,
1069,1423,6,1,2024-11-14,
1069,1423,7,3,2024-11-14,
1070,534,17,1,2024-02-13,
1070,534,15,1,2024-02-13,
1070,534,5,1,2024-02-13,
1070,534,23,2,2024-02-13,
1071,534,1,1,2024-03-13,
1071,534,2,1,2024-03-13,
1071,534,3,1,2024-03-13,
1072,534,1,1,2024-03-19,
1072,534,3,3,2024-03-19,
1072,534,12,1,2024-03-19,
1072,534,20,3,2024-03-19,
1072,534,21,2,2024-03-19,
1072,534,28,1,2024-03-19,
1073,534,8,1,2024-03-27,
1073,534,11,1,2024-03-27,
1073,534,12,4,2024-03-27,
1073,534,15,1,2024-03-27,
1073,534,16,2,2024-03-27,
1073,534,25,1,2024-03-27,
1074,534,13,1,2024-04-21,
1074,534,22,1,2024-04-21,
1075,534,1,4,2024-05-16,
1075,534,3,2,2024-05-16,
1075,534,15,1,2024-05-16,
1075,534,16,5,2024-05-16,
1075,534,25,1,2024-05-16,
1076,534,2,5,2024-05-23,
1076,534,18,1,2024-05-23,
1076,534,27,1,2024-05-23,
1076,534,14,1,2024-05-23,
1077,534,24,1,2024-06-19,
1077,534,11,1,2024-06-19,
1078,534,5,4,2024-07-06,
1078,534,12,1,2024-07-06,
1078,534,18,1,2024-07-06,
1078,534,19,1,2024-07-06,
1078,534,21,1,2024-07-06,
1078,534,22,1,2024-07-06,
1079,534,19,3,2024-07-30,
1079,534,15,1,2024-07-30,
1080,534,4,2,2024-08-15,
1080,534,5,1,2024-08-15,
1080,534,17,1,2024-08-15,
1080,534,18,2,2024-08-15,
1080,534,19,3,2024-08-15,
1081,534,2,1,2024-08-31,
1081,534,4,1,2024-08-31,
1081,534,5,1,2024-08-31,
1081,534,22,1,2024-08-31,
1082,534,16,3,2024-09-21,
1082,534,18,1,2024-09-21,
1082,534,19,1,2024-09-21,
1082,534,15,2,2024-09-21,
1083,534,16,1,2024-10-14,
1083,534,4,1,2024-10-14,
1083,534,5,1,2024-10-14,
1084,984,11,1,2024-01-20,
1084,984,15,1,2024-01-20,
1084,984,23,1,2024-01-20,
1085,984,10,1,2024-02-06,
1085,984,11,1,2024-02-06,
1085,984,13,1,2024-02-06,
1085,984,21,1,2024-02-06,
1085,984,26,1,2024-02-06,
1085,984,27,1,2024-02-06,
1086,984,24,1,2024-02-23,
1086,984,20,1,2024-02-23,
1086,984,30,3,2024-02-23,
1086,984,23,1,2024-02-23,
1087,984,1,1,2024-03-17,
1087,984,6,3,2024-03-17,
1087,984,20,1,2024-03-17,
1087,984,25,1,2024-03-17,
1087,984,26,1,2024-03-17,
1087,984,29,1,2024-03-17,
1088,984,3,1,2024-03-26,
1088,984,15,1,2024-03-26,
1088,984,16,3,2024-03-26,
1088,984,23,2,2024-03-26,
1088,984,28,1,2024-03-26,
1089,984,17,1,2024-04-07,
1089,984,14,1,2024-04-07,
1089,984,6,5,2024-04-07,
1089,984,7,5,2024-04-07,
1090,984,1,1,2024-04-15,
1090,984,3,1,2024-04-15,
1090,984,9,1,2024-04-15,
1090,984,14,1,2024-04-15,
1090,984,19,1,2024-04-15,
1090,984,21,5,2024-04-15,
1091,984,11,1,2024-04-23,
1091,984,5,1,2024-04-23,
1092,984,11,1,2024-05-12,
1092,984,12,2,2024-05-12,
1092,984,13,1,2024-05-12,
1092,984,19,1,2024-05-12,
1092,984,23,4,2024-05-12,
1092,984,24,1,2024-05-12,
1093,984,23,1,2024-06-03,
1093,984,6,1,2024-06-03,
1093,984,7,1,2024-06-03,
1094,586,13,1,2024-01-08,
1094,586,14,1,2024-01-08,
1094,586,23,1,2024-01-08,
1095,586,25,2,2024-02-04,
1095,586,18,1,2024-02-04,
1096,586,9,1,2024-02-15,
1096,586,21,1,2024-02-15,
1096,586,14,1,2024-02-15,
1096,586,15,1,2024-02-15,
1097,586,18,1,2024-03-05,
1097,586,21,1,2024-03-05,
1097,586,20,1,2024-03-05,
1097,586,28,1,2024-03-05,
1098,586,16,1,2024-03-14,
1098,586,17,1,2024-03-14,
1098,586,15,1,2024-03-14,
1099,586,28,1,2024-04-08,
1099,586,13,1,2024-04-08,
1099,586,14,1,2024-04-08,
1100,586,26,1,2024-04-14,
1100,586,13,1,2024-04-14,
1101,586,6,1,2024-05-06,
1101,586,7,2,2024-05-06,
1101,586,13,1,2024-05-06,
1101,586,14,1,2024-05-06,
1101,586,20,1,2024-05-06,
1102,586,4,3,2024-05-16,
1102,586,5,1,2024-05-16,
1102,586,14,3,2024-05-16,
1102,586,21,1,2024-05-16,
1102,586,22,4,2024-05-16,
1102,586,23,2,2024-05-16,
1103,586,26,1,2024-05-30,
1103,586,13,3,2024-05-30,
1104,586,8,1,2024-06-07,
1104,586,21,3,2024-06-07,
1104,586,23,1,2024-06-07,
1105,586,24,1,2024-06-16,
1105,586,18,1,2024-06-16,
1105,586,23,1,2024-06-16,
1106,586,4,5,2024-07-13,
1106,586,10,2,2024-07-13,
1106,586,11,2,2024-07-13,
1106,586,19,1,2024-07-13,
1106,586,26,2,2024-07-13,
1106,586,30,3,2024-07-13,
1107,1251,18,3,2024-02-06,
1107,1251,3,1,2024-02-06,
1107,1251,20,1,2024-02-06,
1107,1251,6,5,2024-02-06,
1108,1251,26,1,2024-02-25,
1108,1251,18,5,2024-02-25,
1108,1251,27,3,2024-02-25,
1108,1251,29,1,2024-02-25,
1109,1251,8,1,2024-03-14,
1109,1251,10,1,2024-03-14,
1109,1251,17,1,2024-03-14,
1109,1251,18,1,2024-03-14,
1109,1251,26,1,2024-03-14,
1110,1251,25,1,2024-04-13,
1110,1251,5,1,2024-04-13,
1111,1251,8,3,2024-05-01,
1111,1251,26,1,2024-05-01,
1111,1251,11,1,2024-05-01,
1112,1251,16,3,2024-05-08,
1112,1251,2,1,2024-05-08,
1112,1251,12,2,2024-05-08,
1113,1251,16,1,2024-05-19,
1113,1251,13,1,2024-05-19,
1113,1251,15,1,2024-05-19,
1114,1251,4,1,2024-05-27,
1114,1251,9,1,2024-05-27,
1114,1251,13,1,2024-05-27,
1114,1251,19,2,2024-05-27,
1114,1251,30,1,2024-05-27,
1115,1251,20,1,2024-06-22,
1115,1251,6,2,2024-06-22,
1115,1251,7,5,2024-06-22,
1116,1251,4,1,2024-07-03,
1116,1251,5,1,2024-07-03,
1116,1251,9,1,2024-07-03,
1116,1251,13,3,2024-07-03,
1116,1251,16,2,2024-07-03,
1116,1251,21,3,2024-07-03,
1117,1251,6,1,2024-07-14,
1117,1251,7,1,2024-07-14,
1117,1251,9,1,2024-07-14,
1117,1251,18,1,2024-07-14,
1117,1251,19,2,2024-07-14,
1117,1251,23,5,2024-07-14,
1118,1251,14,2,2024-07-23,
1118,1251,15,1,2024-07-23,
1118,1251,19,1,2024-07-23,
1118,1251,22,1,2024-07-23,
1118,1251,29,5,2024-07-23,
1119,1251,11,1,2024-08-13,
1119,1251,15,1,2024-08-13,
1119,1251,16,1,2024-08-13,
1119,1251,18,4,2024-08-13,
1119,1251,19,1,2024-08-13,
1119,1251,22,1,2024-08-13,
1120,1251,11,1,2024-09-07,
1120,1251,22,4,2024-09-07,
1121,855,1,1,2024-03-03,
1121,855,3,1,2024-03-03,
1121,855,6,1,2024-03-03,
1121,855,20,1,2024-03-03,
1121,855,21,1,2024-03-03,
1122,855,8,2,2024-03-23,
1122,855,11,2,2024-03-23,
1122,855,16,1,2024-03-23,
1122,855,24,1,2024-03-23,
1122,855,27,1,2024-03-23,
1122,855,29,1,2024-03-23,
1123,855,4,1,2024-04-15,
1123,855,10,1,2024-04-15,
1123,855,12,1,2024-04-15,
1123,855,14,2,2024-04-15,
1123,855,15,1,2024-04-15,
1123,855,16,1,2024-04-15,
1124,855,14,5,2024-04-24,
1124,855,7,1,2024-04-24,
1125,855,1,1,2024-05-06,
1125,855,10,4,2024-05-06,
1125,855,3,1,2024-05-06,
1125,855,13,1,2024-05-06,
1126,855,26,3,2024-05-12,
1126,855,29,1,2024-05-12,
1127,855,8,1,2024-06-03,
1127,855,17,1,2024-06-03,
1127,855,18,1,2024-06-03,
1127,855,11,1,2024-06-03,
1128,855,1,2,2024-07-02,
1128,855,3,4,2024-07-02,
1128,855,9,3,2024-07-02,
1128,855,13,3,2024-07-02,
1128,855,22,1,2024-07-02,
1128,855,23,1,2024-07-02,
1129,855,16,5,2024-07-14,
1129,855,20,3,2024-07-14,
1129,855,6,1,2024-07-14,
1130,855,19,1,2024-08-11,
1130,855,1,1,2024-08-11,
1130,855,3,1,2024-08-11,
1131,855,25,5,2024-09-06,
1131,855,11,3,2024-09-06,
1131,855,29,1,2024-09-06,
1132,855,9,1,2024-09-19,
1132,855,4,1,2024-09-19,
1132,855,5,1,2024-09-19,
1133,855,26,1,2024-10-05,
1133,855,30,3,2024-10-05,
1133,855,14,2,2024-10-05,
1134,855,26,1,2024-10-16,
1134,855,12,1,2024-10-16,
1134,855,5,2,2024-10-16,
1134,855,30,1,2024-10-16,
1135,1024,6,4,2024-04-25,
1135,1024,7,1,2024-04-25,
1135,1024,10,1,2024-04-25,
1135,1024,13,1,2024-04-25,
1135,1024,14,4,2024-04-25,
1135,1024,23,1,2024-04-25,
1136,1024,1,5,2024-05-08,
1136,1024,28,2,2024-05-08,
1137,1024,12,1,2024-06-07,
1137,1024,28,5,2024-06-07,
1138,1024,6,2,2024-07-05,
1138,1024,7,1,2024-07-05,
1138,1024,10,1,2024-07-05,
1138,1024,15,1,2024-07-05,
1138,1024,16,1,2024-07-05,
1139,1024,18,1,2024-07-27,
1139,1024,10,1,2024-07-27,
1140,1024,14,1,2024-08-26,
1140,1024,15,1,2024-08-26,
1140,1024,18,3,2024-08-26,
1140,1024,23,1,2024-08-26,
1140,1024,27,5,2024-08-26,
1140,1024,30,2,2024-08-26,
1141,1024,2,2,2024-09-05,
1141,1024,4,1,2024-09-05,
1141,1024,5,5,2024-09-05,
1142,1024,28,3,2024-09-21,
1142,1024,6,4,2024-09-21,
1142,1024,7,3,2024-09-21,
1143,1024,5,1,2024-10-14,
1143,1024,17,1,2024-10-14,
1143,1024,25,1,2024-10-14,
1143,1024,26,1,2024-10-14,
1143,1024,29,1,2024-10-14,
1143,1024,30,1,2024-10-14,
1144,1024,2,1,2024-11-13,
1144,1024,4,1,2024-11-13,
1144,1024,5,1,2024-11-13,
1144,1024,22,1,2024-11-13,
1145,1024,10,1,2024-11-20,
1145,1024,11,1,2024-11-20,
1145,1024,18,1,2024-11-20,
1145,1024,23,1,2024-11-20,
1145,1024,30,3,2024-11-20,
1146,1024,11,1,2024-12-02,
1146,1024,21,1,2024-12-02,
1146,1024,23,1,2024-12-02,
1147,1024,6,1,2024-12-29,
1147,1024,17,1,2024-12-29,
1147,1024,24,1,2024-12-29,
1147,1024,26,1,2024-12-29,
1147,1024,29,1,2024-12-29,
1148,1024,26,1,2025-01-05,
1148,1024,20,3,2025-01-05,
1148,1024,7,1,2025-01-05,
1149,1024,20,2,2025-01-18,
1149,1024,6,1,2025-01-18,
1149,1024,7,2,2025-01-18,
1150,1024,11,2,2025-02-05,
1150,1024,15,1,2025-02-05,
1150,1024,16,1,2025-02-05,
1150,1024,18,3,2025-02-05,
1150,1024,25,1,2025-02-05,
1150,1024,26,1,2025-02-05,
1151,1024,1,5,2025-02-13,
1151,1024,3,1,2025-02-13,
1151,1024,4,1,2025-02-13,
1151,1024,5,1,2025-02-13,
1151,1024,29,1,2025-02-13,
1152,685,20,1,2024-02-12,
1152,685,6,1,2024-02-12,
1153,685,6,2,2024-02-23,
1153,685,7,1,2024-02-23,
1153,685,8,1,2024-02-23,
1153,685,12,1,2024-02-23,
1153,685,17,3,2024-02-23,
1153,685,23,1,2024-02-23,
1154,685,6,1,2024-02-28,
1154,685,7,1,2024-02-28,
1154,685,9,1,2024-02-28,
1154,685,12,1,2024-02-28,
1154,685,26,1,2024-02-28,
1155,685,2,1,2024-03-16,
1155,685,8,1,2024-03-16,
1155,685,11,1,2024-03-16,
1155,685,13,1,2024-03-16,
1155,685,26,1,2024-03-16,
1156,685,1,4,2024-04-15,
1156,685,3,1,2024-04-15,
1156,685,9,1,2024-04-15,
1156,685,14,4,2024-04-15,
1156,685,19,1,2024-04-15,
1156,685,29,4,2024-04-15,
1157,685,4,5,2024-04-23,
1157,685,5,1,2024-04-23,
1157,685,7,2,2024-04-23,
1157,685,24,3,2024-04-23,
1157,685,29,1,2024-04-23,
1158,685,27,3,2024-05-21,
1158,685,4,4,2024-05-21,
1159,685,2,4,2024-06-20,
1159,685,4,4,2024-06-20,
1159,685,5,3,2024-06-20,
1159,685,19,3,2024-06-20,
1159,685,20,1,2024-06-20,
1160,685,2,1,2024-07-10,
1160,685,6,3,2024-07-10,
1160,685,7,1,2024-07-10,
1160,685,10,1,2024-07-10,
1160,685,18,1,2024-07-10,
1161,685,27,3,2024-07-23,
1161,685,13,1,2024-07-23,
1162,685,26,1,2024-08-12,
1162,685,30,1,2024-08-12,
1163,1310,16,1,2024-04-23,
1163,1310,10,3,2024-04-23,
1163,1310,13,3,2024-04-23,
1163,1310,22,2,2024-04-23,
1164,1310,7,1,2024-04-30,
1164,1310,8,1,2024-04-30,
1164,1310,12,1,2024-04-30,
1164,1310,13,1,2024-04-30,
1164,1310,14,1,2024-04-30,
1164,1310,23,1,2024-04-30,
1165,1310,18,1,2024-05-19,
1165,1310,14,1,2024-05-19,
1166,1310,4,2,2024-06-07,
1166,1310,7,2,2024-06-07,
1166,1310,10,1,2024-06-07,
1166,1310,13,1,2024-06-07,
1166,1310,18,1,2024-06-07,
1166,1310,25,1,2024-06-07,
1167,1310,18,1,2024-07-06,
1167,1310,29,1,2024-07-06,
1168,1310,1,3,2024-08-05,
1168,1310,10,1,2024-08-05,
1168,1310,3,1,2024-08-05,
1168,1310,20,1,2024-08-05,
1169,1310,1,1,2024-08-26,
1169,1310,19,1,2024-08-26,
1169,1310,24,1,2024-08-26,
1169,1310,25,1,2024-08-26,
1169,1310,29,1,2024-08-26,
1170,1310,26,1,2024-09-10,
1170,1310,10,1,2024-09-10,
1170,1310,20,2,2024-09-10,
1170,1310,30,3,2024-09-10,
1171,1310,9,5,2024-10-06,
1171,1310,21,5,2024-10-06,
1171,1310,23,1,2024-10-06,
1172,1310,10,5,2024-10-12,
1172,1310,18,1,2024-10-12,
1172,1310,20,2,2024-10-12,
1172,1310,22,1,2024-10-12,
1172,1310,23,1,2024-10-12,
1172,1310,25,2,2024-10-12,
1173,1310,28,3,2024-11-07,
1173,1310,7,3,2024-11-07,
1174,1310,8,1,2024-11-23,
1174,1310,4,1,2024-11-23,
1174,1310,5,1,2024-11-23,
1174,1310,14,1,2024-11-23,
1175,1310,5,5,2024-12-01,
1175,1310,10,1,2024-12-01,
1175,1310,15,2,2024-12-01,
1175,1310,16,3,2024-12-01,
1175,1310,27,1,2024-12-01,
1176,1310,9,2,2024-12-11,
1176,1310,1,1,2024-12-11,
1177,1310,4,1,2024-12-21,
1177,1310,15,1,2024-12-21,
1178,1310,2,2,2024-12-26,
1178,1310,29,1,2024-12-26,
1178,1310,23,1,2024-12-26,
1179,1310,9,1,2025-01-23,
1179,1310,3,1,2025-01-23,
1179,1310,6,1,2025-01-23,
1179,1310,7,5,2025-01-23,
1180,1310,10,5,2025-02-20,
1180,1310,15,2,2025-02-20,
1180,1310,16,5,2025-02-20,
1180,1310,27,1,2025-02-20,
1180,1310,30,1,2025-02-20,
1181,1310,20,1,2025-03-01,
1181,1310,6,1,2025-03-01,
1181,1310,7,1,2025-03-01,
1182,1310,2,1,2025-03-26,
1182,1310,4,1,2025-03-26,
1182,1310,8,1,2025-03-26,
1182,1310,13,1,2025-03-26,
1182,1310,20,1,2025-03-26,
1182,1310,22,1,2025-03-26,
1183,919,20,1,2024-06-04,
1183,919,6,1,2024-06-04,
1184,919,19,2,2024-06-18,
1184,919,4,1,2024-06-18,
1184,919,5,1,2024-06-18,
1185,919,2,1,2024-06-28,
1185,919,6,1,2024-06-28,
1185,919,9,1,2024-06-28,
1185,919,20,1,2024-06-28,
1185,919,27,1,2024-06-28,
1186,919,21,1,2024-07-05,
1186,919,23,1,2024-07-05,
1187,919,24,3,2024-07-17,
1187,919,17,1,2024-07-17,
1187,919,10,1,2024-07-17,
1187,919,2,1,2024-07-17,
1188,919,2,1,2024-07-25,
1188,919,19,1,2024-07-25,
1188,919,4,1,2024-07-25,
1189,919,10,1,2024-08-18,
1189,919,14,1,2024-08-18,
1190,919,25,1,2024-09-04,
1190,919,20,2,2024-09-04,
1190,919,29,1,2024-09-04,
1190,919,6,1,2024-09-04,
1191,919,2,1,2024-09-10,
1191,919,4,1,2024-09-10,
1191,919,30,1,2024-09-10,
1192,919,27,2,2024-10-09,
1192,919,11,1,2024-10-09,
1193,919,2,1,2024-10-29,
1193,919,21,2,2024-10-29,
1193,919,4,5,2024-10-29,
1193,919,5,1,2024-10-29,
1194,919,13,3,2024-11-25,
1194,919,22,1,2024-11-25,
1195,919,1,1,2024-12-21,
1195,919,6,1,2024-12-21,
1195,919,15,3,2024-12-21,
1195,919,16,1,2024-12-21,
1195,919,20,4,2024-12-21,
1195,919,27,1,2024-12-21,
1196,1116,18,3,2024-06-13,
1196,1116,15,1,2024-06-13,
1197,1116,17,2,2024-07-03,
1197,1116,30,1,2024-07-03,
1198,1116,1,1,2024-07-21,
1198,1116,2,1,2024-07-21,
1198,1116,3,5,2024-07-21,
1198,1116,11,2,2024-07-21,
1198,1116,18,3,2024-07-21,
1198,1116,19,1,2024-07-21,
1199,1116,8,1,2024-08-14,
